,galaxy,field,sub_field_index,ra_1,ra_2,dec_1,dec_2
1184,smc,SMC132,1,0:37:04.69,0:38:26.78,-71:23:02.7,-71:23:21.4
1185,smc,SMC132,2,0:37:01.70,0:38:22.05,-71:10:53.5,-71:09:58.7
1186,smc,SMC132,3,0:37:09.90,0:38:18.79,-71:02:54.8,-71:05:25.6
1187,smc,SMC132,4,0:37:00.25,0:38:15.55,-70:59:08.7,-70:53:18.8
1188,smc,SMC132,5,0:33:16.50,0:34:40.72,-70:55:52.8,-70:51:07.4
1189,smc,SMC132,6,0:33:32.42,0:34:40.06,-71:02:40.3,-71:07:33.3
1190,smc,SMC132,7,0:33:19.28,0:34:23.75,-71:15:39.2,-71:11:00.0
1191,smc,SMC132,8,0:33:17.83,0:34:34.49,-71:17:58.1,-71:23:44.6
1192,smc,SMC133,1,0:35:03.73,0:36:31.40,-74:11:19.1,-74:12:44.8
1193,smc,SMC133,2,0:35:04.06,0:36:31.12,-74:00:13.6,-73:57:19.7
1194,smc,SMC133,3,0:35:01.06,0:36:28.95,-73:53:11.1,-73:53:05.2
1195,smc,SMC133,4,0:35:01.30,0:36:27.78,-73:45:40.0,-73:38:39.9
1196,smc,SMC133,5,0:30:45.57,0:32:12.69,-73:40:55.7,-73:41:25.7
1197,smc,SMC133,6,0:30:46.77,0:32:12.00,-73:54:56.9,-73:52:57.4
1198,smc,SMC133,7,0:30:45.39,0:32:08.97,-74:03:43.9,-73:56:33.8
1199,smc,SMC133,8,0:30:42.31,0:32:08.90,-74:11:04.5,-74:07:57.4
1200,smc,SMC134,1,0:34:22.37,0:35:53.80,-74:39:35.7,-74:47:18.3
1201,smc,SMC134,2,0:34:24.15,0:35:55.30,-74:35:22.1,-74:37:53.8
1202,smc,SMC134,3,0:34:19.38,0:35:48.73,-74:27:26.0,-74:28:49.8
1203,smc,SMC134,4,0:34:20.73,0:35:50.56,-74:18:57.2,-74:21:02.7
1204,smc,SMC134,5,0:29:55.24,0:31:26.96,-74:14:07.0,-74:18:51.1
1205,smc,SMC134,6,0:29:54.21,0:31:22.66,-74:28:29.0,-74:22:56.5
1206,smc,SMC134,7,0:29:51.99,0:31:22.59,-74:34:23.3,-74:31:29.2
1207,smc,SMC134,8,0:29:51.02,0:31:19.51,-74:42:37.5,-74:41:43.7
1208,smc,SMC135,1,0:27:28.27,0:28:53.71,-73:35:38.0,-73:34:52.9
1209,smc,SMC135,2,0:27:19.89,0:28:50.44,-73:23:16.4,-73:20:05.7
1210,smc,SMC135,3,0:27:25.59,0:28:49.20,-73:13:45.9,-73:14:18.1
1211,smc,SMC135,4,0:27:25.19,0:28:46.29,-73:05:12.8,-73:04:42.1
1212,smc,SMC135,5,0:23:16.73,0:24:42.34,-73:05:52.7,-73:05:06.0
1213,smc,SMC135,6,0:23:17.08,0:24:41.39,-73:14:37.5,-73:14:23.0
1214,smc,SMC135,7,0:23:13.57,0:24:39.61,-73:27:37.5,-73:24:19.5
1215,smc,SMC135,8,0:23:12.05,0:24:38.57,-73:37:17.1,-73:28:41.1
1216,smc,SMC136,1,0:28:08.33,0:29:29.88,-72:59:04.9,-72:54:45.1
1217,smc,SMC136,2,0:28:04.98,0:29:29.72,-72:44:32.7,-72:49:04.8
1218,smc,SMC136,3,0:28:03.59,0:29:29.90,-72:38:20.0,-72:37:53.2
1219,smc,SMC136,4,0:28:07.20,0:29:28.55,-72:32:40.6,-72:28:13.5
1220,smc,SMC136,5,0:24:07.22,0:25:29.10,-72:32:18.9,-72:34:08.1
1221,smc,SMC136,6,0:24:05.82,0:25:31.51,-72:38:22.6,-72:38:28.1
1222,smc,SMC136,7,0:24:06.38,0:25:26.75,-72:50:38.4,-72:50:28.6
1223,smc,SMC136,8,0:24:07.77,0:25:26.65,-73:01:07.9,-73:02:05.1
1224,smc,SMC137,1,0:30:02.02,0:31:04.21,-71:22:10.8,-71:25:39.2
1225,smc,SMC137,2,0:29:52.16,0:31:12.46,-71:12:23.1,-71:16:40.5
1226,smc,SMC137,3,0:29:54.54,0:31:03.47,-71:02:30.9,-71:05:50.3
1227,smc,SMC137,4,0:29:59.24,0:31:13.76,-70:54:45.7,-70:56:50.7
1228,smc,SMC137,5,0:26:13.35,0:27:24.99,-70:51:02.7,-70:51:09.7
1229,smc,SMC137,6,0:26:12.83,0:27:30.86,-71:02:05.0,-71:02:38.6
1230,smc,SMC137,7,0:26:17.42,0:27:20.80,-71:16:43.3,-71:15:57.6
1231,smc,SMC137,8,0:26:16.37,0:27:30.45,-71:23:08.8,-71:21:24.6
1232,smc,SMC138,1,0:26:47.55,0:28:15.32,-74:12:48.7,-74:11:45.6
1233,smc,SMC138,2,0:26:47.41,0:28:15.16,-74:00:12.9,-73:55:27.6
1234,smc,SMC138,3,0:26:45.46,0:28:13.38,-73:49:16.8,-73:48:02.9
1235,smc,SMC138,4,0:26:45.74,0:28:14.59,-73:42:16.1,-73:42:14.7
1236,smc,SMC138,5,0:22:27.41,0:23:56.89,-73:45:51.3,-73:39:15.7
1237,smc,SMC138,6,0:22:32.57,0:23:54.81,-73:50:51.3,-73:54:09.8
1238,smc,SMC138,7,0:22:25.51,0:23:55.95,-74:01:38.8,-74:00:33.9
1239,smc,SMC138,8,0:22:26.05,0:23:56.66,-74:07:27.7,-74:08:22.8
1240,smc,SMC139,1,0:25:37.81,0:27:17.97,-74:40:10.0,-74:41:41.1
1241,smc,SMC139,2,0:25:56.23,0:27:20.60,-74:38:46.6,-74:34:28.7
1242,smc,SMC139,3,0:25:41.39,0:27:15.38,-74:22:23.9,-74:23:23.2
1243,smc,SMC139,4,0:25:46.76,0:27:12.27,-74:18:28.8,-74:13:46.4
1244,smc,SMC139,5,0:21:21.99,0:22:47.69,-74:13:42.1,-74:15:56.0
1245,smc,SMC139,6,0:21:16.23,0:22:45.76,-74:28:08.4,-74:22:21.0
1246,smc,SMC139,7,0:21:18.22,0:22:40.44,-74:31:17.2,-74:34:01.2
1247,smc,SMC139,8,0:21:15.59,0:22:46.43,-74:45:34.1,-74:40:47.8
1248,smc,SMC140,1,0:25:27.01,0:26:46.50,-72:14:20.1,-72:19:15.3
1249,smc,SMC140,2,0:25:26.01,0:26:43.92,-72:12:45.7,-72:06:45.6
1250,smc,SMC140,3,0:25:25.33,0:26:43.95,-72:01:01.4,-72:04:37.1
1251,smc,SMC140,4,0:25:26.12,0:26:43.10,-71:52:09.5,-71:55:48.9
1252,smc,SMC140,5,0:21:33.00,0:22:52.31,-71:51:46.4,-71:55:44.4
1253,smc,SMC140,6,0:21:33.89,0:22:51.55,-71:55:51.1,-72:04:12.4
1254,smc,SMC140,7,0:21:33.39,0:22:50.98,-72:13:02.1,-72:11:45.8
1255,smc,SMC140,8,0:21:32.21,0:22:50.78,-72:22:43.0,-72:21:31.7
