,ra,dec,photometry,distance_to_center
0,20.329138648596185,-74.83355327912794,2840.8519799830046,170.85046464725883
1,20.317396352501078,-74.82987240054187,2803.02883925393,170.5656832506293
2,20.319726817935713,-74.82312134955868,2775.4164111910836,170.32211385664692
3,20.30565954689134,-74.8261908888463,2785.967894777324,170.28090970615722
4,20.28920442957093,-74.72369774884459,2949.3104966262554,166.03046649899832
5,20.275219593395953,-74.72676523708465,2951.9200004412937,165.98220689433245
6,20.277553619842053,-74.72001427256141,2975.17844174346,165.74686156193357
7,20.263569715016597,-74.7230810420752,2975.5101714267503,165.69851890020746
8,19.59807371735818,-74.80486116374719,3065.085214603947,161.33289395764595
9,19.58652271722415,-74.80114210628703,3091.592323354722,161.0466360313017
10,19.574977168879993,-74.79742243566801,3084.7821167176153,160.7603816515806
11,18.879351682041705,-74.900378210766,2729.6628428542667,157.95226678508183
12,18.86492809573941,-74.90335890976347,2831.9835055486783,157.9450471559021
13,18.85347698392495,-74.89960273463426,2797.5536133725413,157.6573405597008
14,18.839049050358458,-74.90258181658969,2895.047265823145,157.6506327651072
15,18.82461554159057,-74.90556000063663,2939.8253117947816,157.6444501508895
16,18.842031370654322,-74.89584596013883,2785.533824526392,157.36963249839965
17,18.827604668473374,-74.89882432254662,2901.424289887405,157.36291234506587
18,18.81317239435068,-74.90180178699565,2957.539595874955,157.35671833541662
19,18.798734546853744,-74.90477835290031,2949.478643259509,157.35105053584448
20,18.830591252887345,-74.89208858674942,2765.3565760909687,157.08192297764774
21,18.816165783716336,-74.89506622983181,2892.1781580718553,157.07519042163503
22,18.801734745861715,-74.89804297490548,2963.720296095798,157.06898497613588
23,18.787298137894183,-74.90101882138502,2970.4201386617606,157.06330670789447
24,18.77285595838605,-74.90399376868484,2955.63695542442,157.05815567832627
25,18.758408205911348,-74.90696781621907,2950.7491434985513,157.05353194351565
26,19.92721973813634,-74.6534113384501,2862.451532909949,158.9330956012714
27,19.913225079914575,-74.6564565261618,2929.9349447356135,158.88579499669342
28,18.804732393045086,-74.89130753891712,2857.3697176739706,156.7874670002288
29,18.790302593078465,-74.89428356483792,2944.4069618100143,156.7812500782379
30,18.77586722625877,-74.89725869211514,2985.2168562901134,156.77556130422704
31,18.761426291161328,-74.90023292016336,2992.983612359984,156.77040073993393
32,18.746979786363227,-74.90320624839707,2980.0170600036026,156.76576844174235
33,18.73252771044325,-74.90617867623031,2972.8753882944707,156.76166446066117
34,19.90171028987971,-74.65275314292184,2940.8560932016935,158.60189576781153
35,18.793304493418802,-74.88754825027411,2846.272508602801,156.49974208627447
36,18.778875932956943,-74.89052355726463,2938.0814810112834,156.49351364692836
37,18.76444180890041,-74.89349796556228,3014.382284640754,156.487814329841
38,18.750002119827606,-74.89647147458196,3046.9430834849854,156.48264419708218
39,18.735556864318625,-74.8994440837383,3036.150565882516,156.47800330532687
40,18.721106040955284,-74.90241579244581,3009.4852355019384,156.47389170586246
